C0-I	C1-I
TRINITY_DN3678_c0_g3_i4	TRINITY_DN3802_c0_g1_i5
TRINITY_DN3679_c0_g1_i1	TRINITY_DN3804_c0_g1_i6
TRINITY_DN367_c0_g2_i9	TRINITY_DN3805_c1_g1_i1
TRINITY_DN3683_c1_g1_i3	TRINITY_DN3805_c4_g1_i1
TRINITY_DN3685_c1_g1_i1	TRINITY_DN3807_c0_g1_i5
TRINITY_DN36980_c0_g1_i1	TRINITY_DN3807_c0_g1_i7
TRINITY_DN36989_c0_g1_i1	TRINITY_DN3810_c0_g1_i8
TRINITY_DN369_c0_g1_i2	TRINITY_DN3811_c0_g2_i5
TRINITY_DN37021_c0_g1_i8	TRINITY_DN381_c0_g1_i3
TRINITY_DN3710_c0_g1_i3	TRINITY_DN381_c0_g1_i9
TRINITY_DN3715_c0_g2_i2	TRINITY_DN3824_c0_g4_i1
TRINITY_DN3716_c1_g1_i2	TRINITY_DN3825_c1_g1_i1
TRINITY_DN3716_c1_g1_i4	TRINITY_DN3825_c1_g3_i1
TRINITY_DN371_c0_g1_i2	TRINITY_DN3826_c1_g1_i2
TRINITY_DN3722_c0_g1_i3	TRINITY_DN3828_c0_g1_i2
TRINITY_DN3722_c1_g1_i3	TRINITY_DN3828_c0_g1_i3
TRINITY_DN3722_c1_g2_i2	TRINITY_DN3828_c2_g1_i1
TRINITY_DN37241_c1_g1_i1	TRINITY_DN382_c1_g1_i10
TRINITY_DN37276_c0_g1_i1	TRINITY_DN3832_c0_g3_i1
TRINITY_DN3728_c0_g1_i12	TRINITY_DN3833_c0_g2_i1
TRINITY_DN3729_c0_g1_i11	TRINITY_DN38376_c1_g2_i1
TRINITY_DN3735_c0_g5_i1	TRINITY_DN383_c0_g1_i3
TRINITY_DN37375_c0_g1_i1	TRINITY_DN383_c0_g1_i7
TRINITY_DN3737_c1_g1_i1	TRINITY_DN3841_c0_g1_i1
TRINITY_DN37391_c0_g2_i1	TRINITY_DN3841_c0_g1_i3
TRINITY_DN373_c0_g1_i1	TRINITY_DN3841_c0_g2_i4
TRINITY_DN373_c0_g1_i2	TRINITY_DN3842_c0_g1_i1
TRINITY_DN373_c0_g2_i5	TRINITY_DN3842_c0_g1_i5
TRINITY_DN3743_c0_g2_i1	TRINITY_DN3845_c2_g1_i1
TRINITY_DN37450_c0_g1_i3	TRINITY_DN38464_c0_g1_i2
TRINITY_DN374_c0_g1_i6	TRINITY_DN3847_c0_g1_i1
TRINITY_DN37583_c0_g1_i3	TRINITY_DN3848_c2_g1_i1
TRINITY_DN37590_c0_g3_i2	TRINITY_DN3848_c2_g1_i2
TRINITY_DN37594_c0_g3_i2	TRINITY_DN3849_c0_g1_i3
TRINITY_DN37594_c0_g6_i1	TRINITY_DN384_c0_g2_i9
TRINITY_DN37614_c0_g2_i1	TRINITY_DN3852_c4_g2_i1
TRINITY_DN37639_c0_g2_i1	TRINITY_DN3853_c0_g1_i8
TRINITY_DN3765_c0_g1_i3	TRINITY_DN3854_c0_g1_i2
TRINITY_DN37660_c0_g1_i1	TRINITY_DN385_c1_g1_i1
TRINITY_DN37717_c0_g1_i5	TRINITY_DN385_c1_g2_i4
TRINITY_DN3772_c0_g1_i8	TRINITY_DN385_c1_g2_i5
TRINITY_DN37735_c0_g1_i12	TRINITY_DN385_c1_g6_i1
TRINITY_DN3774_c0_g1_i1	TRINITY_DN3860_c0_g1_i8
TRINITY_DN377_c1_g1_i2	TRINITY_DN38647_c0_g1_i3
TRINITY_DN377_c1_g2_i3	TRINITY_DN38655_c0_g1_i2
TRINITY_DN377_c1_g2_i4	TRINITY_DN38671_c1_g2_i2
TRINITY_DN3784_c0_g3_i1	TRINITY_DN3867_c0_g1_i4
TRINITY_DN3784_c0_g3_i4	TRINITY_DN38709_c1_g1_i1
TRINITY_DN3785_c0_g1_i6	TRINITY_DN3873_c0_g2_i1
TRINITY_DN378_c0_g2_i1	TRINITY_DN3873_c1_g1_i1
TRINITY_DN3794_c0_g1_i5	TRINITY_DN3876_c0_g1_i2
TRINITY_DN3795_c0_g1_i4	TRINITY_DN3876_c0_g2_i1
TRINITY_DN3795_c0_g2_i1	TRINITY_DN3878_c0_g1_i16
TRINITY_DN3795_c1_g1_i1	TRINITY_DN3882_c0_g1_i1
TRINITY_DN37971_c0_g1_i10	TRINITY_DN38834_c0_g1_i4
TRINITY_DN3798_c0_g1_i9	TRINITY_DN38834_c1_g1_i1
TRINITY_DN37_c0_g1_i10	TRINITY_DN3885_c0_g1_i8
TRINITY_DN37_c0_g1_i8	TRINITY_DN3887_c0_g1_i1
TRINITY_DN38008_c0_g1_i4	TRINITY_DN388_c0_g2_i1
TRINITY_DN38045_c0_g2_i1	TRINITY_DN3897_c0_g1_i1
TRINITY_DN3809_c0_g1_i1	TRINITY_DN3897_c0_g1_i2
TRINITY_DN3810_c0_g1_i7	TRINITY_DN3897_c0_g1_i5
TRINITY_DN3810_c0_g2_i1	TRINITY_DN389_c0_g2_i1
TRINITY_DN38189_c0_g1_i1	TRINITY_DN39022_c0_g2_i2
TRINITY_DN3819_c0_g1_i4	TRINITY_DN3902_c0_g2_i3
TRINITY_DN38220_c0_g1_i1	TRINITY_DN3907_c0_g1_i1
TRINITY_DN38222_c0_g2_i1	TRINITY_DN3908_c0_g2_i5
TRINITY_DN3825_c2_g2_i2	TRINITY_DN3909_c1_g1_i3
TRINITY_DN3827_c0_g1_i13	TRINITY_DN3910_c2_g1_i1
TRINITY_DN3829_c0_g1_i2	TRINITY_DN3913_c0_g1_i5
TRINITY_DN3829_c0_g1_i3	TRINITY_DN39161_c0_g2_i2
TRINITY_DN382_c1_g1_i4	TRINITY_DN39165_c1_g2_i1
TRINITY_DN3833_c15_g1_i1	TRINITY_DN3917_c0_g3_i1
TRINITY_DN3837_c0_g1_i16	TRINITY_DN39183_c0_g1_i1
TRINITY_DN3837_c0_g1_i3	TRINITY_DN391_c0_g1_i2
TRINITY_DN3837_c0_g1_i8	TRINITY_DN391_c1_g1_i11
TRINITY_DN3843_c0_g3_i2	TRINITY_DN3920_c0_g2_i1
TRINITY_DN3845_c0_g1_i1	TRINITY_DN3922_c0_g1_i2
TRINITY_DN3846_c1_g1_i3	TRINITY_DN3925_c0_g3_i1
TRINITY_DN3848_c1_g1_i4	TRINITY_DN3925_c0_g5_i1
TRINITY_DN384_c0_g1_i1	TRINITY_DN3927_c0_g1_i5
TRINITY_DN384_c1_g1_i8	TRINITY_DN392_c0_g1_i7
TRINITY_DN384_c1_g1_i9	TRINITY_DN39313_c0_g3_i1
TRINITY_DN384_c3_g3_i1	TRINITY_DN39333_c0_g2_i1
TRINITY_DN3857_c0_g5_i4	TRINITY_DN39415_c0_g1_i1
TRINITY_DN3858_c0_g2_i4	TRINITY_DN3944_c1_g1_i2
TRINITY_DN385_c1_g2_i1	TRINITY_DN39523_c0_g4_i1
TRINITY_DN385_c1_g5_i1	TRINITY_DN3956_c0_g1_i7
TRINITY_DN3860_c0_g2_i2	TRINITY_DN395_c1_g3_i1
TRINITY_DN3860_c0_g2_i3	TRINITY_DN3960_c0_g1_i19
TRINITY_DN3863_c0_g1_i10	TRINITY_DN3960_c0_g1_i5
TRINITY_DN3864_c1_g1_i8	TRINITY_DN3964_c0_g1_i2
TRINITY_DN38757_c0_g1_i2	TRINITY_DN3971_c0_g2_i10
TRINITY_DN38757_c0_g1_i3	TRINITY_DN3971_c0_g2_i9
TRINITY_DN38786_c0_g2_i2	TRINITY_DN3972_c0_g1_i37
TRINITY_DN3878_c0_g3_i1	TRINITY_DN397_c3_g2_i2
TRINITY_DN38807_c0_g1_i2	TRINITY_DN397_c4_g1_i1
TRINITY_DN3884_c2_g1_i2	TRINITY_DN3985_c0_g2_i2
TRINITY_DN3887_c1_g1_i4	TRINITY_DN39863_c0_g1_i3
TRINITY_DN38911_c0_g1_i1	TRINITY_DN3986_c1_g1_i2
TRINITY_DN3892_c1_g1_i2	TRINITY_DN39887_c2_g1_i1
TRINITY_DN3895_c2_g2_i1	TRINITY_DN3988_c0_g1_i6
TRINITY_DN3896_c0_g3_i2	TRINITY_DN398_c17_g1_i1
TRINITY_DN3897_c0_g1_i6	TRINITY_DN3990_c0_g1_i14
TRINITY_DN3899_c0_g1_i11	TRINITY_DN3990_c0_g1_i5
TRINITY_DN3899_c1_g1_i4	TRINITY_DN39914_c0_g1_i1
TRINITY_DN389_c0_g4_i1	TRINITY_DN3993_c0_g1_i1
TRINITY_DN38_c0_g1_i4	TRINITY_DN3993_c0_g3_i1
TRINITY_DN38_c8_g2_i1	TRINITY_DN3993_c0_g3_i3
TRINITY_DN3905_c0_g1_i1	TRINITY_DN3993_c0_g3_i6
TRINITY_DN3905_c0_g1_i2	TRINITY_DN3999_c0_g1_i7
TRINITY_DN3906_c0_g1_i2	TRINITY_DN39_c9_g2_i1
TRINITY_DN390_c0_g5_i2	TRINITY_DN40036_c0_g2_i1
TRINITY_DN3912_c1_g1_i1	TRINITY_DN4004_c0_g1_i1
TRINITY_DN39131_c1_g4_i1	TRINITY_DN400_c0_g3_i1
TRINITY_DN39134_c0_g1_i4	TRINITY_DN400_c11_g1_i1
TRINITY_DN3916_c0_g1_i2	TRINITY_DN400_c1_g1_i2
TRINITY_DN3916_c0_g1_i5	TRINITY_DN400_c1_g1_i4
TRINITY_DN3919_c0_g1_i6	TRINITY_DN4018_c0_g1_i7
TRINITY_DN3919_c0_g2_i8	TRINITY_DN401_c2_g1_i10
TRINITY_DN3919_c1_g1_i1	TRINITY_DN402_c0_g1_i11
TRINITY_DN3920_c0_g3_i1	TRINITY_DN4032_c0_g1_i13
TRINITY_DN3921_c0_g1_i4	TRINITY_DN4032_c0_g1_i15
TRINITY_DN3922_c1_g3_i8	TRINITY_DN4032_c0_g1_i17
TRINITY_DN3923_c0_g1_i11	TRINITY_DN4032_c0_g1_i2
TRINITY_DN3924_c0_g1_i2	TRINITY_DN4032_c0_g1_i20
TRINITY_DN39263_c0_g1_i11	TRINITY_DN4032_c0_g1_i22
TRINITY_DN3927_c1_g4_i1	TRINITY_DN4032_c0_g1_i7
TRINITY_DN39283_c0_g1_i6	TRINITY_DN4036_c0_g2_i3
TRINITY_DN39292_c0_g1_i1	TRINITY_DN4038_c1_g1_i2
TRINITY_DN3929_c2_g1_i1	TRINITY_DN4043_c0_g1_i10
TRINITY_DN3932_c0_g2_i3	TRINITY_DN4043_c0_g1_i2
TRINITY_DN39390_c0_g1_i4	TRINITY_DN4043_c0_g1_i6
TRINITY_DN39390_c0_g1_i6	TRINITY_DN4045_c0_g2_i1
TRINITY_DN393_c0_g1_i12	TRINITY_DN4046_c1_g2_i6
TRINITY_DN39419_c0_g1_i1	TRINITY_DN40504_c0_g1_i7
TRINITY_DN3944_c1_g1_i3	TRINITY_DN4054_c0_g1_i7
TRINITY_DN3944_c1_g1_i5	TRINITY_DN4054_c1_g1_i2
TRINITY_DN3947_c0_g1_i8	TRINITY_DN40572_c0_g1_i4
TRINITY_DN3947_c1_g1_i8	TRINITY_DN40581_c0_g1_i5
TRINITY_DN394_c0_g1_i1	TRINITY_DN405_c0_g1_i5
TRINITY_DN3952_c1_g1_i3	TRINITY_DN40636_c0_g1_i2
TRINITY_DN39557_c1_g2_i2	TRINITY_DN4065_c0_g2_i1
TRINITY_DN395_c1_g1_i8	TRINITY_DN4065_c0_g5_i1
TRINITY_DN395_c1_g2_i1	TRINITY_DN406_c1_g2_i1
TRINITY_DN395_c8_g1_i2	TRINITY_DN4074_c1_g1_i1
TRINITY_DN3963_c0_g1_i2	TRINITY_DN4074_c1_g1_i2
TRINITY_DN39646_c0_g1_i1	TRINITY_DN4074_c1_g1_i3
TRINITY_DN396_c0_g1_i12	TRINITY_DN407_c0_g1_i1
TRINITY_DN396_c0_g1_i2	TRINITY_DN407_c0_g1_i11
TRINITY_DN39704_c0_g1_i8	TRINITY_DN407_c0_g1_i4
TRINITY_DN3973_c0_g4_i1	TRINITY_DN4082_c1_g4_i1
TRINITY_DN3976_c0_g2_i1	TRINITY_DN4082_c2_g2_i1
TRINITY_DN397_c0_g1_i1	TRINITY_DN4085_c0_g1_i6
TRINITY_DN3980_c1_g1_i6	TRINITY_DN4085_c0_g1_i8
TRINITY_DN3989_c0_g1_i11	TRINITY_DN4086_c0_g1_i3
TRINITY_DN3989_c0_g1_i16	TRINITY_DN4087_c0_g2_i3
TRINITY_DN3991_c1_g2_i3	TRINITY_DN4089_c0_g1_i1
TRINITY_DN3991_c1_g3_i2	TRINITY_DN4089_c0_g1_i8
TRINITY_DN3994_c15_g2_i1	TRINITY_DN408_c0_g2_i7
TRINITY_DN3994_c2_g1_i2	TRINITY_DN40924_c0_g1_i5
TRINITY_DN399_c0_g1_i1	TRINITY_DN40955_c0_g1_i2
TRINITY_DN39_c7_g1_i3	TRINITY_DN4096_c0_g1_i1
TRINITY_DN39_c7_g2_i1	TRINITY_DN40_c0_g1_i1
TRINITY_DN4001_c1_g1_i1	TRINITY_DN41066_c0_g1_i5
TRINITY_DN4003_c0_g1_i1	TRINITY_DN41067_c0_g2_i1
TRINITY_DN4005_c6_g1_i1	TRINITY_DN410_c0_g2_i5
TRINITY_DN4006_c0_g2_i4	TRINITY_DN410_c2_g2_i4
TRINITY_DN4006_c0_g2_i6	TRINITY_DN4114_c1_g1_i30
TRINITY_DN40080_c0_g1_i2	TRINITY_DN4114_c1_g1_i7
TRINITY_DN40086_c0_g1_i3	TRINITY_DN4118_c1_g1_i1
TRINITY_DN400_c0_g5_i1	TRINITY_DN411_c3_g1_i12
TRINITY_DN400_c1_g3_i1	TRINITY_DN4120_c0_g1_i8
TRINITY_DN400_c1_g3_i3	TRINITY_DN4120_c0_g2_i1
TRINITY_DN40155_c0_g1_i12	TRINITY_DN4127_c0_g4_i1
TRINITY_DN401_c0_g1_i4	TRINITY_DN4127_c0_g4_i5
TRINITY_DN401_c1_g1_i2	TRINITY_DN412_c11_g1_i1
TRINITY_DN401_c4_g1_i1	TRINITY_DN412_c4_g1_i2
TRINITY_DN4020_c0_g1_i5	TRINITY_DN4134_c0_g1_i8
TRINITY_DN4022_c0_g1_i2	TRINITY_DN4135_c0_g1_i5
TRINITY_DN4022_c0_g2_i1	TRINITY_DN413_c0_g1_i6
TRINITY_DN4024_c0_g1_i1	TRINITY_DN4149_c0_g1_i14
TRINITY_DN4024_c0_g1_i12	TRINITY_DN4149_c0_g1_i2
TRINITY_DN4025_c0_g1_i2	TRINITY_DN41517_c0_g2_i4
TRINITY_DN4025_c0_g1_i5	TRINITY_DN4151_c2_g2_i2
TRINITY_DN40298_c0_g1_i1	TRINITY_DN41541_c0_g3_i1
TRINITY_DN402_c0_g1_i12	TRINITY_DN4156_c0_g6_i1
TRINITY_DN402_c4_g1_i1	TRINITY_DN4159_c0_g1_i1
TRINITY_DN4031_c0_g1_i2	TRINITY_DN415_c0_g1_i4
TRINITY_DN4031_c1_g1_i8	TRINITY_DN4160_c0_g4_i2
TRINITY_DN4035_c0_g1_i12	TRINITY_DN4161_c1_g1_i9
TRINITY_DN4037_c0_g1_i5	TRINITY_DN41691_c0_g1_i2
TRINITY_DN4038_c4_g2_i2	TRINITY_DN4169_c0_g1_i1
TRINITY_DN4041_c0_g1_i1	TRINITY_DN4171_c0_g1_i5
TRINITY_DN4041_c0_g1_i2	TRINITY_DN4172_c0_g1_i1
TRINITY_DN4046_c1_g1_i1	TRINITY_DN4172_c0_g1_i15
TRINITY_DN4046_c1_g1_i2	TRINITY_DN4172_c0_g1_i7
TRINITY_DN4049_c2_g1_i1	TRINITY_DN41732_c3_g1_i1
TRINITY_DN404_c0_g1_i2	TRINITY_DN4177_c1_g1_i1
TRINITY_DN4056_c0_g1_i4	TRINITY_DN4186_c0_g1_i2
TRINITY_DN405_c3_g1_i3	TRINITY_DN41875_c0_g1_i2
TRINITY_DN4062_c0_g1_i1	TRINITY_DN41875_c0_g1_i5
TRINITY_DN4065_c0_g4_i2	TRINITY_DN4187_c0_g4_i1
TRINITY_DN4073_c1_g1_i9	TRINITY_DN418_c0_g1_i27
TRINITY_DN4075_c1_g1_i1	TRINITY_DN41906_c0_g1_i5
TRINITY_DN40849_c0_g1_i1	TRINITY_DN41909_c0_g2_i1
TRINITY_DN408_c0_g2_i11	TRINITY_DN4193_c0_g1_i4
TRINITY_DN408_c0_g2_i5	TRINITY_DN41999_c1_g4_i1
TRINITY_DN408_c0_g2_i8	TRINITY_DN4199_c0_g2_i1
TRINITY_DN40924_c0_g1_i6	TRINITY_DN4202_c0_g2_i1
TRINITY_DN4092_c0_g1_i8	TRINITY_DN42074_c0_g1_i3
TRINITY_DN4092_c0_g3_i5	TRINITY_DN42098_c0_g2_i1
TRINITY_DN4094_c0_g3_i1	TRINITY_DN42112_c0_g2_i1
TRINITY_DN4094_c0_g3_i2	TRINITY_DN4213_c0_g4_i2
TRINITY_DN4099_c0_g1_i3	TRINITY_DN4213_c0_g4_i3
TRINITY_DN409_c11_g1_i1	TRINITY_DN42184_c3_g1_i1
TRINITY_DN40_c0_g2_i1	TRINITY_DN42192_c0_g2_i1
TRINITY_DN41012_c0_g1_i1	TRINITY_DN42192_c0_g2_i2
TRINITY_DN4102_c0_g1_i1	TRINITY_DN4221_c0_g2_i13
TRINITY_DN4103_c0_g1_i2	TRINITY_DN42269_c0_g1_i3
TRINITY_DN4107_c0_g1_i1	TRINITY_DN4227_c0_g1_i3
TRINITY_DN4110_c0_g4_i1	TRINITY_DN422_c1_g2_i3
TRINITY_DN4123_c0_g1_i3	TRINITY_DN422_c1_g2_i9
TRINITY_DN4124_c0_g1_i11	TRINITY_DN4231_c0_g1_i6
TRINITY_DN4124_c0_g1_i9	TRINITY_DN4234_c4_g1_i1
TRINITY_DN4125_c0_g1_i3	TRINITY_DN42365_c0_g1_i11
TRINITY_DN4129_c1_g1_i2	TRINITY_DN42383_c0_g1_i1
TRINITY_DN412_c1_g1_i4	TRINITY_DN423_c0_g1_i5
TRINITY_DN41301_c0_g1_i3	TRINITY_DN42401_c0_g1_i2
TRINITY_DN41383_c0_g1_i3	TRINITY_DN4241_c0_g1_i1
TRINITY_DN4139_c0_g1_i1	TRINITY_DN4248_c0_g1_i1
TRINITY_DN4139_c0_g1_i4	TRINITY_DN4248_c1_g1_i1
TRINITY_DN413_c2_g1_i4	TRINITY_DN4248_c3_g2_i2
TRINITY_DN413_c4_g1_i2	TRINITY_DN4254_c1_g1_i11
TRINITY_DN4141_c0_g1_i2	TRINITY_DN425_c2_g2_i1
TRINITY_DN41432_c0_g2_i1	TRINITY_DN4266_c0_g1_i9
TRINITY_DN4146_c0_g1_i2	TRINITY_DN4267_c1_g1_i1
TRINITY_DN414_c0_g1_i3	TRINITY_DN4268_c2_g1_i1
TRINITY_DN414_c1_g2_i3	TRINITY_DN42697_c0_g2_i4
TRINITY_DN4153_c0_g2_i2	TRINITY_DN426_c2_g1_i1
TRINITY_DN4153_c1_g1_i1	TRINITY_DN426_c2_g3_i1
TRINITY_DN4154_c0_g1_i2	TRINITY_DN42743_c0_g1_i2
TRINITY_DN4154_c0_g1_i4	TRINITY_DN42749_c0_g1_i3
TRINITY_DN4155_c0_g1_i2	TRINITY_DN42753_c0_g1_i3
TRINITY_DN4158_c0_g1_i2	TRINITY_DN42778_c0_g1_i3
TRINITY_DN4158_c0_g2_i2	TRINITY_DN427_c0_g2_i7
TRINITY_DN4159_c1_g1_i2	TRINITY_DN42834_c0_g3_i1
TRINITY_DN4159_c1_g1_i3	TRINITY_DN4284_c4_g2_i1
TRINITY_DN4160_c0_g4_i1	TRINITY_DN42852_c0_g1_i1
TRINITY_DN4161_c0_g1_i1	TRINITY_DN4287_c0_g1_i3
TRINITY_DN4161_c0_g3_i1	TRINITY_DN42889_c0_g1_i4
TRINITY_DN4162_c0_g1_i1	TRINITY_DN4289_c0_g1_i19
TRINITY_DN4162_c0_g2_i1	TRINITY_DN428_c1_g1_i1
TRINITY_DN4163_c0_g2_i4	TRINITY_DN428_c1_g3_i1
TRINITY_DN4165_c0_g1_i11	TRINITY_DN4291_c0_g1_i2
TRINITY_DN4168_c0_g1_i1	TRINITY_DN42938_c0_g2_i10
TRINITY_DN4170_c0_g1_i3	TRINITY_DN4295_c0_g1_i4
TRINITY_DN41753_c0_g1_i2	TRINITY_DN4296_c0_g1_i1
TRINITY_DN4175_c1_g1_i10	TRINITY_DN42970_c0_g1_i7
TRINITY_DN4178_c1_g2_i1	TRINITY_DN4297_c0_g1_i17
TRINITY_DN417_c0_g2_i1	TRINITY_DN42987_c0_g1_i1
TRINITY_DN4180_c0_g2_i1	TRINITY_DN43006_c0_g2_i1
TRINITY_DN41915_c0_g1_i1	TRINITY_DN43028_c0_g1_i2
TRINITY_DN4194_c0_g2_i1	TRINITY_DN4305_c0_g1_i3
TRINITY_DN41_c4_g1_i1	TRINITY_DN4305_c0_g1_i4
TRINITY_DN42079_c0_g1_i2	TRINITY_DN43072_c0_g3_i1
TRINITY_DN42081_c0_g1_i2	TRINITY_DN4314_c1_g2_i1
TRINITY_DN4213_c0_g2_i2	TRINITY_DN4314_c1_g4_i2
TRINITY_DN4216_c1_g1_i2	TRINITY_DN4316_c0_g2_i1
TRINITY_DN42172_c1_g1_i5	TRINITY_DN4319_c0_g1_i4
TRINITY_DN42218_c0_g1_i3	TRINITY_DN4319_c0_g1_i7
TRINITY_DN4224_c0_g1_i1	TRINITY_DN4327_c0_g2_i7
TRINITY_DN422_c3_g2_i3	TRINITY_DN4329_c0_g1_i1
TRINITY_DN4230_c0_g2_i1	TRINITY_DN432_c10_g1_i1
TRINITY_DN42325_c0_g1_i3	TRINITY_DN432_c11_g1_i1
TRINITY_DN4234_c0_g2_i1	TRINITY_DN432_c5_g1_i1
TRINITY_DN4234_c0_g3_i7	TRINITY_DN43304_c0_g2_i2
TRINITY_DN42365_c0_g1_i15	TRINITY_DN4332_c1_g1_i3
TRINITY_DN4238_c0_g2_i3	TRINITY_DN4333_c0_g2_i3
TRINITY_DN42411_c0_g3_i1	TRINITY_DN4340_c0_g4_i4
TRINITY_DN4242_c0_g1_i1	TRINITY_DN43444_c0_g1_i1
TRINITY_DN42437_c0_g2_i1	TRINITY_DN4344_c0_g2_i4
TRINITY_DN42472_c0_g1_i3	TRINITY_DN4344_c0_g2_i5
TRINITY_DN4248_c2_g1_i3	TRINITY_DN43478_c0_g1_i3
TRINITY_DN42492_c0_g1_i2	TRINITY_DN4348_c0_g1_i2
TRINITY_DN4249_c0_g2_i19	TRINITY_DN434_c0_g1_i7
TRINITY_DN4256_c0_g1_i1	TRINITY_DN43509_c0_g1_i5
TRINITY_DN4256_c0_g1_i2	TRINITY_DN43523_c0_g2_i2
TRINITY_DN425_c1_g1_i1	TRINITY_DN4354_c0_g2_i4
TRINITY_DN4266_c0_g1_i7	TRINITY_DN4355_c0_g1_i2
TRINITY_DN4268_c0_g2_i2	TRINITY_DN4360_c0_g1_i1
TRINITY_DN4272_c0_g1_i7	TRINITY_DN4360_c0_g1_i9
TRINITY_DN42743_c0_g1_i4	TRINITY_DN4360_c0_g3_i1
TRINITY_DN42749_c0_g3_i2	TRINITY_DN4371_c0_g2_i1
TRINITY_DN42778_c0_g1_i1	TRINITY_DN4376_c0_g1_i1
TRINITY_DN42778_c0_g1_i2	TRINITY_DN43838_c0_g1_i13
TRINITY_DN42789_c0_g2_i2	TRINITY_DN4389_c0_g1_i2
TRINITY_DN4280_c0_g1_i3	TRINITY_DN438_c5_g2_i2
TRINITY_DN4288_c1_g1_i1	TRINITY_DN4396_c0_g1_i3
TRINITY_DN42911_c0_g1_i1	TRINITY_DN43978_c1_g1_i1
TRINITY_DN42911_c0_g1_i5	TRINITY_DN439_c1_g1_i9
TRINITY_DN42997_c0_g1_i8	TRINITY_DN43_c0_g1_i1
TRINITY_DN429_c0_g1_i1	TRINITY_DN44011_c0_g4_i1
TRINITY_DN429_c0_g1_i3	TRINITY_DN4401_c0_g1_i6
TRINITY_DN42_c2_g1_i11	TRINITY_DN4405_c0_g1_i8
TRINITY_DN42_c2_g1_i14	TRINITY_DN4406_c0_g2_i9
TRINITY_DN4303_c0_g2_i1	TRINITY_DN4408_c0_g2_i1
TRINITY_DN4306_c1_g1_i1	TRINITY_DN4409_c0_g1_i1
TRINITY_DN4307_c0_g1_i2	TRINITY_DN440_c0_g1_i1
TRINITY_DN4307_c0_g2_i2	TRINITY_DN440_c3_g5_i2
TRINITY_DN4308_c0_g1_i1	TRINITY_DN44119_c1_g2_i3
TRINITY_DN4314_c1_g1_i5	TRINITY_DN4412_c0_g1_i7
TRINITY_DN431_c0_g1_i5	TRINITY_DN4413_c0_g1_i5
TRINITY_DN4324_c2_g1_i1	TRINITY_DN4418_c0_g1_i2
TRINITY_DN4325_c0_g1_i2	TRINITY_DN441_c0_g1_i3
TRINITY_DN43290_c0_g2_i3	TRINITY_DN44209_c0_g1_i5
TRINITY_DN432_c2_g1_i6	TRINITY_DN44220_c0_g2_i3
TRINITY_DN432_c2_g2_i4	TRINITY_DN4425_c3_g1_i1
TRINITY_DN43305_c0_g1_i12	TRINITY_DN442_c0_g1_i2
TRINITY_DN4331_c0_g1_i5	TRINITY_DN442_c0_g1_i6
TRINITY_DN43387_c0_g1_i5	TRINITY_DN442_c0_g1_i8
TRINITY_DN43387_c0_g1_i7	TRINITY_DN442_c0_g1_i9
TRINITY_DN43478_c1_g1_i3	TRINITY_DN44355_c0_g1_i7
TRINITY_DN4351_c0_g1_i2	TRINITY_DN4440_c0_g1_i1
TRINITY_DN4353_c0_g1_i3	TRINITY_DN44453_c0_g1_i1
TRINITY_DN4354_c0_g2_i1	TRINITY_DN4449_c1_g2_i1
TRINITY_DN4357_c0_g1_i1	TRINITY_DN444_c2_g1_i3
TRINITY_DN43624_c0_g1_i3	TRINITY_DN4450_c0_g3_i1
TRINITY_DN43624_c0_g1_i4	TRINITY_DN4450_c1_g1_i1
TRINITY_DN43679_c0_g1_i2	TRINITY_DN44520_c1_g1_i1
TRINITY_DN4371_c2_g1_i3	TRINITY_DN4453_c1_g1_i1
TRINITY_DN4373_c0_g1_i3	TRINITY_DN4456_c8_g1_i1
TRINITY_DN437_c0_g2_i2	TRINITY_DN44581_c0_g1_i2
TRINITY_DN43838_c0_g1_i1	TRINITY_DN4458_c0_g1_i11
TRINITY_DN43954_c1_g2_i1	TRINITY_DN445_c0_g1_i1
TRINITY_DN439_c0_g1_i9	TRINITY_DN445_c0_g1_i4
TRINITY_DN439_c1_g1_i7	TRINITY_DN4467_c0_g1_i5
TRINITY_DN43_c2_g1_i3	TRINITY_DN446_c1_g1_i2
TRINITY_DN43_c3_g1_i2	TRINITY_DN446_c2_g1_i1
TRINITY_DN4400_c0_g1_i10	TRINITY_DN4471_c0_g1_i6
TRINITY_DN4400_c0_g1_i3	TRINITY_DN44726_c0_g1_i1
TRINITY_DN4400_c1_g1_i4	TRINITY_DN4472_c0_g1_i1
TRINITY_DN440_c1_g1_i3	TRINITY_DN4473_c1_g1_i3
TRINITY_DN440_c2_g1_i4	TRINITY_DN4475_c0_g1_i5
TRINITY_DN440_c3_g1_i1	TRINITY_DN4478_c0_g1_i12
TRINITY_DN440_c3_g1_i6	TRINITY_DN447_c0_g1_i7
TRINITY_DN44106_c0_g2_i6	TRINITY_DN4480_c1_g3_i1
TRINITY_DN4411_c0_g1_i1	TRINITY_DN44836_c1_g2_i1
TRINITY_DN44193_c0_g1_i6	TRINITY_DN4483_c0_g2_i1
TRINITY_DN4419_c0_g1_i11	TRINITY_DN44865_c0_g2_i2
TRINITY_DN441_c1_g1_i3	TRINITY_DN4490_c2_g1_i1
TRINITY_DN4421_c3_g2_i2	TRINITY_DN449_c0_g1_i3
TRINITY_DN4423_c0_g1_i5	TRINITY_DN449_c6_g3_i2
