C0-III	C1-III	C2-II
TRINITY_DN4478_c0_g1_i12		TRINITY_DN6480_c0_g1_i4
TRINITY_DN4478_c0_g1_i17		TRINITY_DN6480_c1_g1_i1
TRINITY_DN447_c0_g3_i1		TRINITY_DN64864_c0_g1_i1
TRINITY_DN447_c4_g1_i1		TRINITY_DN6487_c0_g2_i2
TRINITY_DN44800_c0_g1_i1		TRINITY_DN6487_c0_g3_i2
TRINITY_DN4484_c1_g1_i1		TRINITY_DN6488_c0_g1_i1
TRINITY_DN44865_c0_g2_i2		TRINITY_DN6496_c0_g1_i6
TRINITY_DN4487_c0_g2_i1		TRINITY_DN64976_c0_g1_i1
TRINITY_DN4490_c1_g3_i1		TRINITY_DN649_c0_g1_i5
TRINITY_DN4490_c2_g1_i1		TRINITY_DN649_c0_g1_i9
TRINITY_DN4492_c0_g1_i20		TRINITY_DN64_c0_g2_i1
TRINITY_DN4494_c1_g1_i4		TRINITY_DN6500_c0_g4_i1
TRINITY_DN44976_c0_g1_i1		TRINITY_DN6501_c0_g1_i3
TRINITY_DN4499_c1_g1_i1		TRINITY_DN6503_c0_g6_i1
TRINITY_DN4506_c1_g1_i1		TRINITY_DN65047_c0_g1_i4
TRINITY_DN4506_c1_g1_i2		TRINITY_DN65054_c4_g1_i3
TRINITY_DN4508_c2_g1_i1		TRINITY_DN650_c0_g4_i2
TRINITY_DN45090_c0_g1_i1		TRINITY_DN6510_c1_g4_i1
TRINITY_DN4511_c0_g1_i6		TRINITY_DN6514_c0_g1_i1
TRINITY_DN4511_c0_g1_i7		TRINITY_DN6514_c1_g1_i3
TRINITY_DN4513_c0_g2_i1		TRINITY_DN6522_c0_g1_i1
TRINITY_DN4516_c0_g1_i5		TRINITY_DN65238_c0_g1_i1
TRINITY_DN4516_c1_g1_i1		TRINITY_DN65238_c0_g1_i8
TRINITY_DN4519_c0_g1_i5		TRINITY_DN6524_c0_g2_i1
TRINITY_DN451_c0_g1_i17		TRINITY_DN6524_c0_g2_i2
TRINITY_DN4520_c0_g1_i6		TRINITY_DN6524_c0_g2_i3
TRINITY_DN45228_c0_g1_i1		TRINITY_DN6524_c0_g2_i5
TRINITY_DN4525_c0_g1_i10		TRINITY_DN6527_c0_g1_i5
TRINITY_DN4525_c0_g1_i11		TRINITY_DN6527_c0_g2_i2
TRINITY_DN4525_c0_g1_i13		TRINITY_DN6530_c0_g1_i7
TRINITY_DN4528_c0_g1_i3		TRINITY_DN6538_c0_g1_i6
TRINITY_DN45295_c0_g1_i4		TRINITY_DN6539_c1_g2_i4
TRINITY_DN4532_c3_g3_i1		TRINITY_DN653_c0_g1_i2
TRINITY_DN4532_c3_g4_i1		TRINITY_DN653_c1_g1_i1
TRINITY_DN45359_c0_g1_i1		TRINITY_DN653_c1_g2_i1
TRINITY_DN4539_c0_g1_i9		TRINITY_DN6540_c0_g1_i5
TRINITY_DN45424_c0_g1_i2		TRINITY_DN6540_c1_g1_i1
TRINITY_DN45457_c0_g1_i1		TRINITY_DN6542_c0_g4_i6
TRINITY_DN45467_c0_g1_i4		TRINITY_DN6542_c0_g4_i9
TRINITY_DN4546_c0_g1_i7		TRINITY_DN6544_c0_g2_i3
TRINITY_DN45492_c0_g1_i1		TRINITY_DN65451_c0_g1_i2
TRINITY_DN45499_c0_g3_i1		TRINITY_DN6547_c1_g1_i1
TRINITY_DN454_c0_g1_i4		TRINITY_DN6547_c1_g1_i3
TRINITY_DN454_c0_g1_i8		TRINITY_DN65492_c2_g1_i1
TRINITY_DN4550_c0_g2_i1		TRINITY_DN654_c1_g1_i1
TRINITY_DN4550_c1_g1_i1		TRINITY_DN654_c1_g2_i1
TRINITY_DN4550_c1_g2_i1		TRINITY_DN654_c5_g1_i1
TRINITY_DN4550_c3_g1_i1		TRINITY_DN6550_c0_g1_i4
TRINITY_DN4551_c1_g1_i1		TRINITY_DN6552_c0_g1_i7
TRINITY_DN4556_c0_g1_i3		TRINITY_DN6553_c0_g2_i1
TRINITY_DN45581_c0_g1_i2		TRINITY_DN6554_c3_g1_i1
TRINITY_DN4558_c0_g1_i1		TRINITY_DN655_c6_g1_i1
TRINITY_DN4558_c0_g1_i4		TRINITY_DN65655_c0_g1_i5
TRINITY_DN4558_c0_g2_i4		TRINITY_DN6569_c0_g1_i4
TRINITY_DN4559_c0_g1_i8		TRINITY_DN656_c0_g1_i8
TRINITY_DN455_c0_g1_i4		TRINITY_DN6572_c0_g1_i3
TRINITY_DN45608_c0_g1_i1		TRINITY_DN6572_c0_g1_i5
TRINITY_DN4562_c0_g1_i2		TRINITY_DN6572_c0_g1_i7
TRINITY_DN4562_c0_g2_i3		TRINITY_DN6574_c0_g1_i1
TRINITY_DN4565_c0_g1_i3		TRINITY_DN6576_c0_g1_i3
TRINITY_DN4565_c0_g1_i7		TRINITY_DN6576_c0_g1_i4
TRINITY_DN4567_c0_g1_i4		TRINITY_DN657_c0_g1_i5
TRINITY_DN45686_c0_g2_i1		TRINITY_DN657_c0_g2_i2
TRINITY_DN4571_c0_g1_i5		TRINITY_DN6587_c0_g2_i1
TRINITY_DN4571_c0_g2_i1		TRINITY_DN65882_c2_g1_i4
TRINITY_DN45720_c0_g2_i2		TRINITY_DN65925_c3_g1_i1
TRINITY_DN4578_c0_g1_i10		TRINITY_DN65973_c0_g1_i1
TRINITY_DN4578_c0_g1_i6		TRINITY_DN6599_c0_g1_i1
TRINITY_DN45797_c0_g3_i2		TRINITY_DN6599_c0_g1_i4
TRINITY_DN45816_c0_g1_i4		TRINITY_DN65_c0_g1_i2
TRINITY_DN45857_c0_g1_i3		TRINITY_DN66033_c0_g1_i1
TRINITY_DN45865_c0_g1_i1		TRINITY_DN66034_c0_g1_i1
TRINITY_DN458_c0_g1_i2		TRINITY_DN6610_c0_g1_i3
TRINITY_DN45927_c0_g1_i1		TRINITY_DN6610_c0_g3_i1
TRINITY_DN4592_c0_g1_i1		TRINITY_DN6611_c0_g1_i1
TRINITY_DN4592_c0_g1_i8		TRINITY_DN66121_c0_g3_i2
TRINITY_DN4593_c0_g2_i1		TRINITY_DN6613_c0_g1_i4
TRINITY_DN4593_c3_g1_i1		TRINITY_DN6618_c1_g1_i1
TRINITY_DN4595_c0_g6_i1		TRINITY_DN66194_c0_g1_i1
TRINITY_DN45962_c2_g1_i1		TRINITY_DN6619_c2_g1_i3
TRINITY_DN45967_c0_g1_i1		TRINITY_DN66286_c0_g3_i4
TRINITY_DN45967_c0_g1_i2		TRINITY_DN6629_c0_g1_i10
TRINITY_DN45967_c0_g1_i3		TRINITY_DN66336_c0_g2_i1
TRINITY_DN4598_c0_g1_i13		TRINITY_DN66369_c0_g1_i1
TRINITY_DN459_c1_g1_i4		TRINITY_DN6637_c1_g3_i1
TRINITY_DN46019_c0_g4_i1		TRINITY_DN663_c0_g1_i5
TRINITY_DN46078_c0_g1_i1		TRINITY_DN6645_c0_g1_i2
TRINITY_DN4608_c0_g1_i1		TRINITY_DN6648_c0_g1_i1
TRINITY_DN4608_c0_g1_i5		TRINITY_DN6649_c1_g2_i1
TRINITY_DN4608_c1_g1_i2		TRINITY_DN664_c0_g1_i15
TRINITY_DN46114_c0_g1_i5		TRINITY_DN6657_c0_g1_i8
TRINITY_DN4619_c0_g1_i6		TRINITY_DN6659_c1_g2_i1
TRINITY_DN4619_c0_g1_i8		TRINITY_DN66629_c0_g1_i1
TRINITY_DN461_c0_g3_i1		TRINITY_DN66647_c0_g1_i5
TRINITY_DN46216_c0_g2_i1		TRINITY_DN66656_c0_g1_i1
TRINITY_DN4625_c1_g3_i1		TRINITY_DN66676_c0_g4_i1
TRINITY_DN4626_c0_g2_i1		TRINITY_DN66682_c1_g1_i1
TRINITY_DN46291_c0_g1_i6		TRINITY_DN66736_c0_g1_i2
TRINITY_DN46296_c1_g1_i4		TRINITY_DN66788_c0_g1_i2
TRINITY_DN4629_c0_g1_i10		TRINITY_DN6678_c1_g1_i1
TRINITY_DN4629_c0_g1_i5		TRINITY_DN66866_c0_g1_i4
TRINITY_DN462_c1_g1_i10		TRINITY_DN6688_c0_g1_i1
TRINITY_DN462_c1_g1_i12		TRINITY_DN6688_c2_g1_i1
TRINITY_DN462_c3_g1_i1		TRINITY_DN668_c0_g1_i1
TRINITY_DN462_c5_g1_i6		TRINITY_DN668_c1_g1_i2
TRINITY_DN462_c7_g1_i3		TRINITY_DN668_c1_g1_i6
TRINITY_DN4630_c1_g1_i1		TRINITY_DN6692_c0_g1_i2
TRINITY_DN4633_c0_g1_i2		TRINITY_DN66954_c0_g1_i3
TRINITY_DN46378_c0_g2_i1		TRINITY_DN66954_c0_g1_i5
TRINITY_DN4637_c0_g1_i1		TRINITY_DN6695_c0_g1_i6
TRINITY_DN4637_c0_g1_i2		TRINITY_DN6697_c0_g3_i3
TRINITY_DN46384_c0_g1_i1		TRINITY_DN669_c0_g1_i3
TRINITY_DN46398_c3_g1_i1		TRINITY_DN66_c0_g4_i1
TRINITY_DN4640_c0_g1_i1		TRINITY_DN67049_c0_g1_i2
TRINITY_DN4646_c0_g1_i2		TRINITY_DN67063_c0_g4_i1
TRINITY_DN4646_c0_g1_i7		TRINITY_DN6708_c0_g1_i5
TRINITY_DN4646_c0_g4_i1		TRINITY_DN6709_c1_g1_i10
TRINITY_DN464_c0_g4_i8		TRINITY_DN67150_c0_g1_i1
TRINITY_DN4653_c0_g1_i5		TRINITY_DN6716_c0_g4_i1
TRINITY_DN4654_c0_g1_i7		TRINITY_DN6718_c2_g1_i1
TRINITY_DN46569_c0_g5_i1		TRINITY_DN671_c0_g4_i1
TRINITY_DN4657_c0_g1_i2		TRINITY_DN6720_c0_g1_i4
TRINITY_DN465_c0_g1_i2		TRINITY_DN6721_c0_g4_i2
TRINITY_DN4662_c0_g1_i10		TRINITY_DN67276_c1_g1_i1
TRINITY_DN4663_c0_g1_i3		TRINITY_DN672_c2_g1_i1
TRINITY_DN4663_c1_g1_i1		TRINITY_DN6738_c5_g1_i1
TRINITY_DN4663_c2_g1_i8		TRINITY_DN6739_c0_g1_i5
TRINITY_DN4663_c4_g1_i1		TRINITY_DN67404_c0_g1_i2
TRINITY_DN46655_c0_g1_i1		TRINITY_DN6740_c0_g1_i2
TRINITY_DN46657_c0_g1_i1		TRINITY_DN67445_c0_g3_i1
TRINITY_DN4665_c0_g1_i5		TRINITY_DN6748_c1_g1_i2
TRINITY_DN4665_c0_g2_i2		TRINITY_DN6755_c1_g2_i1
TRINITY_DN4665_c0_g2_i7		TRINITY_DN67620_c0_g1_i1
TRINITY_DN4665_c0_g2_i8		TRINITY_DN6764_c0_g2_i3
TRINITY_DN46695_c0_g2_i4		TRINITY_DN6767_c0_g1_i3
TRINITY_DN46695_c0_g2_i5		TRINITY_DN6769_c0_g1_i16
TRINITY_DN46697_c1_g1_i1		TRINITY_DN67701_c0_g1_i1
TRINITY_DN466_c16_g1_i1		TRINITY_DN67701_c0_g1_i6
TRINITY_DN466_c2_g4_i1		TRINITY_DN67715_c0_g2_i1
TRINITY_DN46717_c0_g2_i1		TRINITY_DN6772_c1_g1_i1
TRINITY_DN4671_c0_g1_i10		TRINITY_DN67772_c0_g1_i1
TRINITY_DN4671_c0_g4_i1		TRINITY_DN677_c0_g2_i21
TRINITY_DN4674_c0_g1_i1		TRINITY_DN6780_c0_g1_i4
TRINITY_DN4674_c0_g1_i5		TRINITY_DN6780_c0_g1_i7
TRINITY_DN4678_c0_g1_i8		TRINITY_DN6781_c0_g1_i7
TRINITY_DN4686_c0_g1_i5		TRINITY_DN6786_c0_g1_i53
TRINITY_DN46883_c0_g1_i3		TRINITY_DN67992_c0_g1_i4
TRINITY_DN468_c0_g1_i1		TRINITY_DN679_c0_g1_i10
TRINITY_DN468_c0_g2_i2		TRINITY_DN67_c2_g2_i16
TRINITY_DN468_c0_g2_i8		TRINITY_DN6805_c0_g1_i10
TRINITY_DN468_c0_g5_i1		TRINITY_DN6806_c0_g1_i2
TRINITY_DN468_c1_g1_i1		TRINITY_DN6806_c0_g2_i2
TRINITY_DN46922_c1_g1_i10		TRINITY_DN6809_c0_g3_i7
TRINITY_DN4694_c0_g1_i12		TRINITY_DN68139_c0_g1_i1
TRINITY_DN46976_c0_g2_i2		TRINITY_DN6813_c0_g1_i5
TRINITY_DN4698_c0_g1_i4		TRINITY_DN6815_c1_g1_i2
TRINITY_DN46_c0_g1_i12		TRINITY_DN6816_c0_g2_i1
TRINITY_DN47009_c0_g1_i2		TRINITY_DN6818_c0_g1_i1
TRINITY_DN47034_c0_g1_i2		TRINITY_DN68211_c3_g1_i1
TRINITY_DN4703_c0_g1_i1		TRINITY_DN682_c0_g1_i1
TRINITY_DN4703_c0_g1_i11		TRINITY_DN682_c0_g5_i1
TRINITY_DN4704_c0_g1_i10		TRINITY_DN6830_c0_g1_i1
TRINITY_DN4704_c0_g1_i2		TRINITY_DN6837_c0_g1_i1
TRINITY_DN47051_c0_g1_i2		TRINITY_DN68415_c0_g1_i1
TRINITY_DN47065_c1_g2_i1		TRINITY_DN6843_c0_g2_i2
TRINITY_DN4706_c0_g5_i1		TRINITY_DN68493_c0_g1_i2
TRINITY_DN4707_c0_g2_i3		TRINITY_DN68495_c0_g1_i7
TRINITY_DN4708_c0_g1_i15		TRINITY_DN684_c1_g1_i1
TRINITY_DN4708_c0_g1_i8		TRINITY_DN6852_c1_g1_i11
TRINITY_DN47103_c1_g1_i2		TRINITY_DN6852_c1_g1_i9
TRINITY_DN47144_c0_g1_i3		TRINITY_DN6859_c0_g1_i1
TRINITY_DN4721_c0_g1_i7		TRINITY_DN685_c1_g1_i2
TRINITY_DN4722_c0_g3_i1		TRINITY_DN68633_c0_g1_i9
TRINITY_DN4723_c0_g2_i1		TRINITY_DN686_c12_g1_i1
TRINITY_DN4724_c0_g1_i2		TRINITY_DN68721_c0_g1_i3
TRINITY_DN4724_c0_g2_i3		TRINITY_DN6873_c0_g1_i1
TRINITY_DN47259_c2_g1_i1		TRINITY_DN6873_c0_g1_i2
TRINITY_DN4725_c0_g1_i1		TRINITY_DN6873_c0_g1_i4
TRINITY_DN47305_c0_g1_i2		TRINITY_DN68793_c0_g1_i1
TRINITY_DN4730_c0_g5_i1		TRINITY_DN6882_c1_g1_i19
TRINITY_DN4732_c0_g1_i6		TRINITY_DN6882_c1_g1_i7
TRINITY_DN4732_c0_g1_i8		TRINITY_DN6886_c1_g1_i1
TRINITY_DN4735_c0_g1_i4		TRINITY_DN68880_c0_g2_i1
TRINITY_DN4735_c0_g1_i5		TRINITY_DN688_c0_g1_i2
TRINITY_DN4736_c0_g2_i5		TRINITY_DN6890_c0_g1_i2
TRINITY_DN47406_c0_g1_i2		TRINITY_DN68919_c0_g1_i2
TRINITY_DN47409_c0_g1_i1		TRINITY_DN68930_c1_g1_i1
TRINITY_DN4740_c0_g1_i10		TRINITY_DN68973_c0_g1_i3
TRINITY_DN4740_c0_g1_i3		TRINITY_DN68973_c0_g6_i2
TRINITY_DN4740_c0_g1_i4		TRINITY_DN689_c0_g2_i1
TRINITY_DN4740_c0_g1_i8		TRINITY_DN68_c0_g1_i1
TRINITY_DN4744_c0_g1_i5		TRINITY_DN690_c0_g1_i8
TRINITY_DN4747_c0_g2_i5		TRINITY_DN6913_c0_g1_i1
TRINITY_DN4747_c0_g3_i1		TRINITY_DN6918_c2_g1_i6
TRINITY_DN474_c0_g1_i1		TRINITY_DN6920_c0_g4_i2
TRINITY_DN474_c0_g2_i2		TRINITY_DN6923_c0_g1_i6
TRINITY_DN4753_c1_g3_i7		TRINITY_DN6929_c0_g1_i9
TRINITY_DN4753_c1_g4_i1		TRINITY_DN692_c0_g2_i1
TRINITY_DN4754_c0_g2_i8		TRINITY_DN692_c1_g1_i9
TRINITY_DN47572_c0_g3_i1		TRINITY_DN6931_c0_g1_i3
TRINITY_DN4757_c2_g1_i1		TRINITY_DN6931_c0_g1_i5
TRINITY_DN475_c0_g1_i11		TRINITY_DN6936_c1_g1_i1
TRINITY_DN475_c2_g1_i1		TRINITY_DN693_c0_g1_i21
TRINITY_DN475_c6_g1_i6		TRINITY_DN693_c2_g1_i1
TRINITY_DN4763_c0_g3_i1		TRINITY_DN69485_c0_g1_i1
TRINITY_DN476_c11_g1_i1		TRINITY_DN694_c1_g5_i1
TRINITY_DN4771_c0_g3_i1		TRINITY_DN694_c38_g1_i2
TRINITY_DN47744_c0_g3_i1		TRINITY_DN694_c38_g1_i4
TRINITY_DN47748_c0_g1_i1		TRINITY_DN694_c38_g1_i5
TRINITY_DN4776_c0_g1_i8		TRINITY_DN6950_c2_g1_i1
TRINITY_DN477_c1_g1_i7		TRINITY_DN69579_c2_g1_i1
TRINITY_DN477_c1_g3_i1		TRINITY_DN695_c2_g1_i1
TRINITY_DN4780_c0_g2_i5		TRINITY_DN6966_c0_g1_i2
TRINITY_DN4782_c1_g1_i7		TRINITY_DN696_c1_g1_i4
TRINITY_DN4782_c2_g1_i1		TRINITY_DN69731_c0_g1_i2
TRINITY_DN47868_c0_g1_i4		TRINITY_DN6976_c2_g4_i1
TRINITY_DN47869_c0_g1_i1		TRINITY_DN69795_c0_g1_i1
TRINITY_DN47879_c0_g1_i2		TRINITY_DN697_c0_g1_i5
TRINITY_DN4788_c1_g1_i2		TRINITY_DN697_c0_g2_i1
TRINITY_DN478_c1_g1_i10		TRINITY_DN6982_c0_g2_i3
TRINITY_DN479_c0_g1_i5		TRINITY_DN6986_c0_g1_i1
TRINITY_DN47_c0_g1_i12		TRINITY_DN6986_c0_g2_i1
TRINITY_DN47_c0_g1_i13		TRINITY_DN6987_c0_g1_i1
TRINITY_DN4801_c0_g1_i2		TRINITY_DN69938_c1_g1_i3
TRINITY_DN4804_c0_g1_i2		TRINITY_DN69981_c0_g1_i9
TRINITY_DN480_c0_g1_i6		TRINITY_DN6_c0_g1_i4
TRINITY_DN480_c1_g1_i1		TRINITY_DN6_c10_g1_i1
TRINITY_DN4813_c0_g1_i2		TRINITY_DN6_c20_g1_i1
TRINITY_DN4813_c0_g1_i3		TRINITY_DN6_c2_g1_i1
TRINITY_DN4818_c0_g3_i1		TRINITY_DN6_c2_g2_i1
TRINITY_DN4819_c0_g1_i8		TRINITY_DN6_c5_g2_i7
TRINITY_DN4822_c0_g1_i1		TRINITY_DN6_c63_g1_i1
TRINITY_DN4822_c0_g1_i5		TRINITY_DN7006_c0_g1_i6
TRINITY_DN4822_c0_g1_i6		TRINITY_DN70073_c0_g2_i1
TRINITY_DN4822_c0_g1_i9		TRINITY_DN700_c0_g1_i1
TRINITY_DN48248_c6_g1_i1		TRINITY_DN700_c0_g2_i3
TRINITY_DN4830_c1_g1_i1		TRINITY_DN700_c3_g1_i1
TRINITY_DN48359_c0_g2_i3		TRINITY_DN7010_c0_g1_i1
TRINITY_DN4838_c0_g1_i4		TRINITY_DN70112_c0_g1_i1
TRINITY_DN4839_c0_g2_i2		TRINITY_DN70127_c0_g1_i2
TRINITY_DN483_c0_g3_i3		TRINITY_DN70131_c2_g2_i1
TRINITY_DN48484_c0_g1_i1		TRINITY_DN7025_c0_g3_i1
TRINITY_DN48496_c0_g1_i4		TRINITY_DN70344_c0_g1_i1
TRINITY_DN4851_c0_g2_i1		TRINITY_DN703_c0_g1_i1
TRINITY_DN4851_c0_g4_i9		TRINITY_DN7042_c0_g1_i10
TRINITY_DN4853_c1_g1_i10		TRINITY_DN7049_c0_g1_i1
TRINITY_DN48545_c1_g4_i1		TRINITY_DN7050_c0_g2_i1
TRINITY_DN48548_c0_g1_i2		TRINITY_DN7053_c0_g1_i3
TRINITY_DN4854_c0_g1_i4		TRINITY_DN70554_c2_g1_i2
TRINITY_DN48587_c0_g2_i1		TRINITY_DN7056_c0_g2_i3
TRINITY_DN48599_c0_g1_i2		TRINITY_DN7064_c2_g1_i1
TRINITY_DN4859_c0_g1_i5		TRINITY_DN70650_c0_g1_i6
TRINITY_DN4859_c0_g2_i1		TRINITY_DN7065_c0_g2_i2
TRINITY_DN4859_c0_g4_i1		TRINITY_DN7065_c0_g2_i6
TRINITY_DN4860_c0_g1_i1		TRINITY_DN7065_c0_g3_i2
TRINITY_DN48613_c0_g1_i4		TRINITY_DN7065_c1_g1_i6
TRINITY_DN48613_c0_g1_i9		TRINITY_DN7068_c0_g5_i1
TRINITY_DN4862_c0_g2_i1		TRINITY_DN706_c13_g1_i1
TRINITY_DN4863_c1_g1_i3		TRINITY_DN706_c4_g1_i1
TRINITY_DN4864_c2_g1_i3		TRINITY_DN7075_c1_g1_i1
TRINITY_DN4864_c2_g2_i3		TRINITY_DN70798_c0_g1_i2
TRINITY_DN4866_c0_g1_i2		TRINITY_DN70799_c0_g1_i2
TRINITY_DN4869_c0_g1_i1		TRINITY_DN707_c0_g1_i3
TRINITY_DN486_c0_g1_i5		TRINITY_DN707_c0_g3_i1
TRINITY_DN486_c0_g1_i7		TRINITY_DN70806_c0_g1_i1
TRINITY_DN486_c0_g1_i8		TRINITY_DN7081_c0_g1_i8
TRINITY_DN48731_c0_g4_i1		TRINITY_DN70892_c0_g1_i1
TRINITY_DN4873_c0_g1_i5		TRINITY_DN70902_c0_g3_i2
TRINITY_DN4876_c1_g1_i1		TRINITY_DN7096_c0_g1_i5
TRINITY_DN4883_c0_g1_i1		TRINITY_DN7096_c0_g1_i8
TRINITY_DN48842_c0_g2_i2		TRINITY_DN709_c0_g5_i2
TRINITY_DN48843_c0_g1_i4		TRINITY_DN709_c0_g5_i4
TRINITY_DN48844_c0_g5_i1		TRINITY_DN71094_c0_g1_i1
TRINITY_DN48886_c0_g3_i1		TRINITY_DN71098_c0_g1_i1
TRINITY_DN48898_c4_g1_i1		TRINITY_DN7114_c0_g4_i3
TRINITY_DN488_c0_g1_i2		TRINITY_DN71203_c0_g2_i1
TRINITY_DN488_c0_g1_i3		TRINITY_DN71203_c0_g3_i3
TRINITY_DN48915_c1_g2_i1		TRINITY_DN71241_c0_g1_i1
TRINITY_DN4893_c0_g1_i3		TRINITY_DN7131_c0_g1_i3
TRINITY_DN48980_c0_g1_i3		TRINITY_DN7131_c0_g1_i5
TRINITY_DN48_c0_g4_i1		TRINITY_DN7135_c0_g1_i1
TRINITY_DN48_c0_g5_i1		TRINITY_DN7135_c0_g1_i3
TRINITY_DN48_c1_g1_i3		TRINITY_DN7137_c0_g1_i4
TRINITY_DN48_c2_g1_i1		TRINITY_DN7139_c0_g1_i1
TRINITY_DN49049_c0_g1_i1		TRINITY_DN713_c0_g2_i1
TRINITY_DN4906_c0_g1_i1		TRINITY_DN713_c9_g1_i2
TRINITY_DN49075_c0_g1_i1		TRINITY_DN7145_c0_g1_i29
TRINITY_DN4908_c0_g2_i2		TRINITY_DN7145_c0_g1_i4
TRINITY_DN490_c0_g2_i3		TRINITY_DN714_c1_g2_i2
TRINITY_DN4910_c0_g1_i1		TRINITY_DN7151_c1_g1_i8
TRINITY_DN4911_c0_g1_i3		TRINITY_DN7153_c0_g2_i7
TRINITY_DN4911_c0_g1_i5		TRINITY_DN7154_c1_g1_i8
TRINITY_DN49162_c0_g1_i6		TRINITY_DN7165_c1_g2_i1
TRINITY_DN4917_c0_g1_i7		TRINITY_DN716_c1_g2_i9
TRINITY_DN491_c2_g1_i5		TRINITY_DN7171_c0_g1_i7
TRINITY_DN491_c2_g1_i8		TRINITY_DN7173_c0_g1_i1
TRINITY_DN49221_c0_g2_i1		TRINITY_DN7176_c0_g3_i8
TRINITY_DN4923_c0_g2_i1		TRINITY_DN7179_c0_g4_i1
TRINITY_DN49259_c0_g1_i3		TRINITY_DN71870_c0_g1_i6
TRINITY_DN49259_c0_g2_i2		TRINITY_DN7192_c0_g1_i17
TRINITY_DN4928_c0_g2_i1		TRINITY_DN71939_c0_g2_i1
TRINITY_DN492_c52_g1_i2		TRINITY_DN719_c0_g1_i1
TRINITY_DN49332_c0_g2_i1		TRINITY_DN719_c0_g1_i2
TRINITY_DN4934_c0_g1_i2		TRINITY_DN72060_c1_g2_i1
TRINITY_DN4934_c0_g1_i7		TRINITY_DN72071_c1_g1_i1
TRINITY_DN493_c0_g1_i1		TRINITY_DN7208_c0_g1_i18
TRINITY_DN493_c0_g1_i2		TRINITY_DN720_c0_g1_i6
TRINITY_DN493_c0_g1_i3		TRINITY_DN7214_c0_g1_i3
TRINITY_DN493_c0_g1_i6		TRINITY_DN7218_c0_g1_i1
TRINITY_DN49464_c0_g1_i1		TRINITY_DN7226_c0_g1_i11
TRINITY_DN4946_c0_g1_i1		TRINITY_DN722_c0_g2_i1
TRINITY_DN4949_c1_g2_i3		TRINITY_DN7236_c0_g1_i5
TRINITY_DN494_c0_g1_i12		TRINITY_DN7236_c0_g1_i7
TRINITY_DN494_c0_g3_i2		TRINITY_DN7246_c0_g1_i3
TRINITY_DN4959_c0_g1_i7		TRINITY_DN7246_c0_g1_i6
TRINITY_DN495_c0_g1_i1		TRINITY_DN7248_c2_g1_i1
TRINITY_DN49600_c0_g1_i5		TRINITY_DN724_c8_g1_i1
TRINITY_DN4963_c0_g2_i4		TRINITY_DN72540_c0_g1_i3
TRINITY_DN4963_c0_g3_i1		TRINITY_DN7256_c0_g1_i5
TRINITY_DN4964_c1_g1_i16		TRINITY_DN72586_c0_g1_i3
TRINITY_DN4964_c2_g1_i9		TRINITY_DN72587_c0_g3_i1
TRINITY_DN496_c0_g2_i1		TRINITY_DN72596_c0_g1_i2
TRINITY_DN496_c2_g1_i3		TRINITY_DN725_c0_g1_i11
TRINITY_DN496_c2_g1_i5		TRINITY_DN725_c1_g1_i1
TRINITY_DN496_c2_g1_i6		TRINITY_DN7261_c0_g1_i6
TRINITY_DN496_c2_g1_i7		TRINITY_DN7263_c0_g1_i12
TRINITY_DN496_c2_g1_i8		TRINITY_DN726_c0_g1_i3
TRINITY_DN496_c2_g3_i1		TRINITY_DN7270_c0_g1_i1
TRINITY_DN49723_c0_g1_i2		TRINITY_DN7274_c0_g1_i8
TRINITY_DN4973_c0_g1_i11		TRINITY_DN7276_c0_g1_i9
TRINITY_DN4975_c1_g1_i15		TRINITY_DN7290_c0_g2_i9
TRINITY_DN4976_c0_g1_i13		TRINITY_DN72942_c1_g1_i1
TRINITY_DN4979_c0_g1_i18		TRINITY_DN7294_c0_g1_i1
TRINITY_DN4979_c0_g1_i2		TRINITY_DN7295_c1_g1_i1
TRINITY_DN49811_c0_g2_i2		TRINITY_DN729_c0_g6_i3
TRINITY_DN4981_c1_g1_i2		TRINITY_DN7302_c0_g1_i4
TRINITY_DN4984_c0_g2_i2		TRINITY_DN7303_c0_g2_i2
TRINITY_DN4984_c0_g2_i5		TRINITY_DN7303_c0_g2_i5
TRINITY_DN49869_c0_g3_i2		TRINITY_DN73078_c0_g1_i1
TRINITY_DN4986_c0_g1_i1		TRINITY_DN7311_c0_g1_i1
TRINITY_DN4986_c0_g1_i10		TRINITY_DN7314_c1_g1_i1
TRINITY_DN4986_c0_g1_i2		TRINITY_DN7315_c0_g1_i15
TRINITY_DN4992_c1_g1_i2		TRINITY_DN7315_c0_g1_i7
TRINITY_DN4992_c1_g1_i4		TRINITY_DN7318_c0_g1_i3
TRINITY_DN4994_c0_g1_i4		TRINITY_DN731_c1_g1_i6
TRINITY_DN5002_c0_g1_i2		TRINITY_DN7320_c0_g2_i7
TRINITY_DN5002_c0_g1_i8		TRINITY_DN7321_c0_g1_i13
TRINITY_DN5002_c0_g1_i9		TRINITY_DN7322_c0_g1_i2
TRINITY_DN5006_c0_g1_i2		TRINITY_DN7322_c0_g1_i4
TRINITY_DN500_c0_g1_i4		TRINITY_DN73295_c0_g1_i1
TRINITY_DN500_c0_g2_i4		TRINITY_DN732_c0_g1_i15
TRINITY_DN500_c0_g2_i6		TRINITY_DN7333_c0_g1_i7
TRINITY_DN50131_c0_g2_i2		TRINITY_DN7336_c0_g1_i6
