transcript_id TPM FPKM fold.change log2.FC
TRINITY_DN10025_c0_g1_i12 0.01 0 0.00603845625917478 -7.37160451522689
TRINITY_DN100387_c0_g2_i1 0.02 0.01 0.0120769125183496 -6.37160451522689
TRINITY_DN100415_c0_g1_i2 0.04 0.02 0.0241538250366991 -5.37160451522689
TRINITY_DN100442_c0_g1_i1 0.02 0.01 0.0120769125183496 -6.37160451522689
TRINITY_DN10066_c0_g1_i6 0.03 0.02 0.0181153687775243 -5.78664201450573
TRINITY_DN1006_c1_g1_i3 0.03 0.02 0.0181153687775243 -5.78664201450573
TRINITY_DN101065_c0_g1_i1 0.03 0.02 0.0181153687775243 -5.78664201450573
TRINITY_DN101332_c0_g1_i2 0.04 0.03 0.0241538250366991 -5.37160451522689
TRINITY_DN101407_c0_g2_i1 0.03 0.02 0.0181153687775243 -5.78664201450573
TRINITY_DN101660_c0_g2_i1 0.04 0.03 0.0241538250366991 -5.37160451522689
TRINITY_DN10167_c0_g1_i13 0.01 0 0.00603845625917478 -7.37160451522689
TRINITY_DN101892_c0_g1_i1 0.03 0.02 0.0181153687775243 -5.78664201450573
TRINITY_DN10193_c0_g1_i2 0.04 0.02 0.0241538250366991 -5.37160451522689
TRINITY_DN103337_c0_g2_i1 0.04 0.02 0.0241538250366991 -5.37160451522689
TRINITY_DN103577_c0_g1_i5 0.04 0.02 0.0241538250366991 -5.37160451522689
TRINITY_DN1037_c1_g1_i15 0.01 0.01 0.00603845625917478 -7.37160451522689
TRINITY_DN10411_c1_g1_i3 0.02 0.01 0.0120769125183496 -6.37160451522689
TRINITY_DN1041_c0_g1_i8 0.01 0.01 0.00603845625917478 -7.37160451522689
TRINITY_DN104702_c0_g1_i1 0.03 0.02 0.0181153687775243 -5.78664201450573
TRINITY_DN10471_c0_g1_i5 0.03 0.02 0.0181153687775243 -5.78664201450573
TRINITY_DN10486_c0_g1_i3 0.02 0.01 0.0120769125183496 -6.37160451522689
