transcript_id TPM FPKM fold.change log2.FC
TRINITY_DN12408_c0_g1_i23 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN12408_c0_g1_i7 0.02 0.01 0.0114763512700399 -6.44519215763351
TRINITY_DN124105_c0_g2_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN124110_c0_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN124372_c0_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN12442_c0_g2_i7 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN12443_c2_g1_i1 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN12454_c0_g1_i7 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN124918_c0_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN12529_c0_g1_i35 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN12545_c0_g1_i14 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN12547_c0_g1_i6 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN1254_c0_g1_i4 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN125588_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN126167_c0_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN12628_c0_g1_i5 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN126358_c0_g1_i1 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN126610_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN12696_c0_g1_i13 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN126991_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN127158_c2_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN127281_c1_g2_i2 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN1278_c0_g2_i8 0.01 0.01 0.00573817563501997 -7.44519215763351
TRINITY_DN12864_c0_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN12885_c0_g1_i2 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN12885_c0_g1_i3 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN129237_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN12934_c0_g1_i2 0.05 0.04 0.0286908781750999 -5.12326406274615
